CHG;Чернігівська;2504;Бахмацький район
CHG;Чернігівська;2505;Бобровицький район
CHG;Чернігівська;2506;Борзнянський район
CHG;Чернігівська;2507;Варвинський район
CHG;Чернігівська;2508;Городнянський район
CHG;Чернігівська;2509;Ічнянський район
CHG;Чернігівська;2510;Козелецький район
CHG;Чернігівська;2511;Коропський район
CHG;Чернігівська;2512;Корюківський район
CHG;Чернігівська;2513;Куликівський район
CHG;Чернігівська;2514;Менський район
CHG;Чернігівська;2515;Ніжинський район
CHG;Чернігівська;2516;Новгород-Сіверський район
CHG;Чернігівська;2517;Носівський район
CHG;Чернігівська;2518;Прилуцький район
CHG;Чернігівська;2519;Ріпкинський район
CHG;Чернігівська;2520;Семенівський район
CHG;Чернігівська;2521;Сосницький район
CHG;Чернігівська;2522;Срібнянський район
CHG;Чернігівська;2523;Талалаївський район
CHG;Чернігівська;2524;Чернігівський район
CHG;Чернігівська;2525;Щорський район
CHR;Черкаська;2307;Городищенський район
CHR;Черкаська;2308;Драбівський район
CHR;Черкаська;2309;Жашківський район
CHR;Черкаська;2310;Звенигородський район
CHR;Черкаська;2311;Золотоніський район
CHR;Черкаська;2312;Кам'янський район
CHR;Черкаська;2313;Канівський район
CHR;Черкаська;2314;Катеринопільський район
CHR;Черкаська;2315;Корсунь-Шевченківський район
CHR;Черкаська;2316;Лисянський район
CHR;Черкаська;2317;Маньківський район
CHR;Черкаська;2318;Монастирищенський район
CHR;Черкаська;2319;Смілянський район
CHR;Черкаська;2320;Тальнівський район
CHR;Черкаська;2321;Уманський район
CHR;Черкаська;2322;Христинівський район
CHR;Черкаська;2323;Черкаський район
CHR;Черкаська;2324;Чигиринський район
CHR;Черкаська;2325;Чорнобаївський район
CHR;Черкаська;2326;Шполянський район
CHV;Чернівецька;2403;Вижницький район
CHV;Чернівецька;2404;Герцаївський район
CHV;Чернівецька;2405;Глибоцький район
CHV;Чернівецька;2406;Заставнівський район
CHV;Чернівецька;2407;Кельменецький район
CHV;Чернівецька;2408;Кіцманський район
CHV;Чернівецька;2409;Новоселицький район
CHV;Чернівецька;2410;Путильський район
CHV;Чернівецька;2411;Сокирянський район
CHV;Чернівецька;2412;Сторожинецький район
CHV;Чернівецька;2413;Хотинський район
DNP;Дніпропетровська;414;Апостолівський район
DNP;Дніпропетровська;415;Васильківський район
DNP;Дніпропетровська;416;Верхньодніпровський район
DNP;Дніпропетровська;417;Дніпровський район
DNP;Дніпропетровська;418;Криворізький район
DNP;Дніпропетровська;419;Криничанський район
DNP;Дніпропетровська;420;Магдалинівський район
DNP;Дніпропетровська;421;Межівський район
DNP;Дніпропетровська;422;Нікопольський район
DNP;Дніпропетровська;423;Новомосковський район
DNP;Дніпропетровська;424;Павлоградський район
DNP;Дніпропетровська;425;Петриківський район
DNP;Дніпропетровська;426;Петропавлівський район
DNP;Дніпропетровська;427;Покровський район
DNP;Дніпропетровська;428;П'ятихатський район
DNP;Дніпропетровська;429;Синельниківський район
DNP;Дніпропетровська;430;Солонянський район
DNP;Дніпропетровська;431;Софіївський район
DNP;Дніпропетровська;432;Томаківський район
DNP;Дніпропетровська;433;Царичанський район
DNP;Дніпропетровська;434;Широківський район
DNP;Дніпропетровська;435;Юр'ївський район
DON;Донецька;529;Амвросіївський район
DON;Донецька;530;Бахмутський район
DON;Донецька;531;Великоновосілківський район
DON;Донецька;532;Волноваський район
DON;Донецька;533;Володарський район
DON;Донецька;534;Добропільський район
DON;Донецька;535;Костянтинівський район
DON;Донецька;536;Покровський район
DON;Донецька;537;Краснолиманський район
DON;Донецька;538;Мар'їнський район
DON;Донецька;539;Новоазовський район
DON;Донецька;540;Олександрівський район
DON;Донецька;541;Першотравневий район
DON;Донецька;542;Слов'янський район
DON;Донецька;543;Старобешівський район
DON;Донецька;544;Тельманівський район
DON;Донецька;545;Шахтарський район
DON;Донецька;546;Ясинуватський район
HAR;Харківська;2008;Балаклійський район
HAR;Харківська;2009;Барвінківський район
HAR;Харківська;2010;Близнюківський район
HAR;Харківська;2011;Богодухівський район
HAR;Харківська;2012;Борівський район
HAR;Харківська;2013;Валківський район
HAR;Харківська;2014;Великобурлуцький район
HAR;Харківська;2015;Вовчанський район
HAR;Харківська;2016;Дворічанський район
HAR;Харківська;2017;Дергачівський район
HAR;Харківська;2018;Зачепилівський район
HAR;Харківська;2019;Зміївський район
HAR;Харківська;2020;Золочівський район
HAR;Харківська;2021;Ізюмський район
HAR;Харківська;2022;Кегичівський район
HAR;Харківська;2023;Коломацький район
HAR;Харківська;2024;Красноградський район
HAR;Харківська;2025;Краснокутський район
HAR;Харківська;2026;Куп'янський район
HAR;Харківська;2027;Лозівський район
HAR;Харківська;2028;Нововодолазький район
HAR;Харківська;2029;Первомайський район
HAR;Харківська;2030;Печенізький район
HAR;Харківська;2031;Сахновщинський район
HAR;Харківська;2032;Харківський район
HAR;Харківська;2033;Чугуївський район
HAR;Харківська;2034;Шевченківський район
HML;Хмельницька;2207;Білогірський район
HML;Хмельницька;2208;Віньковецький район
HML;Хмельницька;2209;Волочиський район
HML;Хмельницька;2210;Городоцький район
HML;Хмельницька;2211;Деражнянський район
HML;Хмельницька;2212;Дунаєвецький район
HML;Хмельницька;2213;Ізяславський район
HML;Хмельницька;2214;Кам'янець-Подільський район
HML;Хмельницька;2215;Красилівський район
HML;Хмельницька;2216;Летичівський район
HML;Хмельницька;2217;Новоушицький район
HML;Хмельницька;2218;Полонський район
HML;Хмельницька;2219;Славутський район
HML;Хмельницька;2220;Старокостянтинівський район
HML;Хмельницька;2221;Старосинявський район
HML;Хмельницька;2222;Теофіпольський район
HML;Хмельницька;2223;Хмельницький район
HML;Хмельницька;2224;Чемеровецький район
HML;Хмельницька;2225;Шепетівський район
HML;Хмельницька;2226;Ярмолинецький район
HRS;Херсонська;2104;Бериславський район
HRS;Херсонська;2105;Білозерський район
HRS;Херсонська;2106;Великолепетиський район
HRS;Херсонська;2107;Великоолександрівський район
HRS;Херсонська;2108;Верхньорогачицький район
HRS;Херсонська;2109;Високопільський район
HRS;Херсонська;2110;Генічеський район
HRS;Херсонська;2111;Голопристанський район
HRS;Херсонська;2112;Горностаївський район
HRS;Херсонська;2113;Іванівський район
HRS;Херсонська;2114;Каланчацький район
HRS;Херсонська;2115;Каховський район
HRS;Херсонська;2116;Нижньосірогозький район
HRS;Херсонська;2117;Нововоронцовський район
HRS;Херсонська;2118;Новотроїцький район
HRS;Херсонська;2119;Скадовський район
HRS;Херсонська;2120;Цюрупинський район
HRS;Херсонська;2121;Чаплинський район
IVF;Івано-Франківська;906;Богородчанський район
IVF;Івано-Франківська;907;Верховинський район
IVF;Івано-Франківська;908;Галицький район
IVF;Івано-Франківська;909;Городенківський район
IVF;Івано-Франківська;910;Долинський район
IVF;Івано-Франківська;911;Калуський район
IVF;Івано-Франківська;912;Коломийський район
IVF;Івано-Франківська;913;Косівський район
IVF;Івано-Франківська;914;Надвірнянський район
IVF;Івано-Франківська;915;Рогатинський район
IVF;Івано-Франківська;916;Рожнятівський район
IVF;Івано-Франківська;917;Снятинський район
IVF;Івано-Франківська;918;Тисменицький район
IVF;Івано-Франківська;919;Тлумацький район
KIE;Київська;1014;Баришівський район
KIE;Київська;1015;Білоцерківський район
KIE;Київська;1016;Богуславський район
