118522;62Z9212207725673
106557;62Z7730852917593
107150;62Z1343811684779
106938;62Z5871939164551
106449;62Z9768684717861
106544;62Z1785641517376
107108;62Z4106843429285
107373;62Z7900939314313
107104;62Z0907363164254
107301;62Z2486846846583
107401;62Z5322783922610
107394;62Z9073097505607
107398;62Z0443239236548
106954;62Z5305966428573
108035;62Z2205162090334
108031;62Z1129763145467
106967;62Z7501529574219
106960;62Z1481027579077
106355;62Z8476710571626
106536;62Z1196558264764
106571;62Z5655851378027
106337;62Z9370355564125
106241;62Z0956433098677
106245;62Z4712514552584
107168;62Z8145557652201
107043;62Z5505462934194
106342;62Z5641909713276
107118;62Z0715962768812
106226;62Z6084840843814
106446;62Z1666190551743
106223;62Z0779364904655
107019;62Z9985901978914
106266;62Z5306761242617
106270;62Z1519401041629
106465;62Z5801852922410
106300;62Z9183397635707
106311;62Z1451240568101
108875;62Z5512580735857
116576;62Z4341719261525
118330;62Z4934687605676
108894;62Z3672385779131
108879;62Z8908476755252
106429;62Z0197337695927
106426;62Z3490414205156
108902;62Z2728353363192
106423;62Z6723513837792
107031;62Z8732364047391
107035;62Z2429119983221
107027;62Z2199781606569
107023;62Z0770338657527
106540;62Z8756801888813
118356;62Z9390738295434
119326;62Z9890532571547
107056;62Z5464918018342
107059;62Z8629553807169
107305;62Z5409765784976
107039;62Z3429333983956
119337;62Z9537024375427
106441;62Z8906448053533
106232;62Z7597231556203
106310;62Z2897418241830
107198;62Z6804676521992
107553;62Z4702856610646
107418;62Z4496686067340
108312;62Z3004068068544
108387;62Z7374058507272
108372;62Z6872516816321
108407;62Z8078795383547
106484;62Z9172115985561
107312;62Z0639551568784
107317;62Z0964547047379
116025;62Z8266127113573
116029;62Z5271537534456
108119;62Z0124811439593
108130;62Z2400351828567
108165;62Z8900766866536
108172;62Z1502527178558
107543;62Z9807892417493
107600;62Z7679730813109
107581;62Z7855820004525
107566;62Z0773675668443
107576;62Z1780529597958
107586;62Z2401197648779
107591;62Z4493144541378
107605;62Z1836964058598
116433;62Z4271168796914
116427;62Z9524080417621
116044;62Z7678431891212
115991;62Z2624596263107
116251;62Z7783004823570
108009;62Z7885786544877
115973;62Z8947554043508
115978;62Z8192224003675
115987;62Z1236614519260
115983;62Z4768129938265
106975;62Z4366292669578
118516;62Z0495687114732
106528;62Z3000967105732
106579;62Z9989966112044
107452;62Z2342114002091
106575;62Z9700905039128
106604;62Z8768078949036
106983;62Z9642565445125
107189;62Z0734638692945
108570;62Z3148025552432
108045;62Z5740267118905
108576;62Z5523632096982
107297;62Z8464578963157
107921;62Z1942516980959
108098;62Z0206208188593
107932;62Z2091485028575
107926;62Z3359810121721
107905;62Z2797329090366
107916;62Z9069444497820
107911;62Z2837315312254
107936;62Z6706499918976
107821;62Z7409635305953
107829;62Z4946743731218
107947;62Z6539217057920
107800;62Z9528663821636
107326;62Z4177030163098
107856;62Z0695607114824
107775;62Z1918892957146
107866;62Z0622445606573
107334;62Z5602791993887
107771;62Z3078783845097
107817;62Z0650218879155
107842;62Z8815288625384
107808;62Z5983473659725
107852;62Z5291027919437
107941;62Z7209737226663
119330;62Z2837550753394
107794;62Z8594933580573
107804;62Z8985298327080
107833;62Z7091969070717
107838;62Z9647629442022
107330;62Z2542885321393
107846;62Z5750125180852
107767;62Z3798991155430
107785;62Z4976115780802
107861;62Z6681224622237
107789;62Z7969183574773
116411;62Z5119771405770
106600;62Z6505272576074
116414;62Z4883589130762
116444;62Z7014621839820
107476;62Z0291293411751
106262;62Z2587054567173
106258;62Z1011114363175
107007;62Z9525343070326
106198;62Z9466067278390
106189;62Z8587350473397
106384;62Z2774135887789
106402;62Z6203872459509
106870;62Z3241050762932
106254;62Z7492353777883
106208;62Z4192881276184
106202;62Z6895777286579
107171;62Z0212937677846
107174;62Z0212364792091
108025;62Z6255455330921
106493;62Z4055241080139
107154;62Z8497275304482
107130;62Z1916448843371
124322;62Z7576580439264
107100;62Z1766193850507
107292;62Z9553479159968
106413;62Z1149338466002
106408;62Z0350480033235
107272;62Z3162184219260
108513;62Z5307333260436
108359;62Z0914740179403
107267;62Z2001148696834
106249;62Z9196146654025
107655;62Z7779090291415
107650;62Z9984618265819
106370;62Z8565402160057
106457;62Z0868921106981
106468;62Z0421129345114
106390;62Z5968889932042
106399;62Z9059222818607
108641;62Z5097579238861
106979;62Z5443425125941
108957;62Z1819072028363
107180;62Z6731724542045
107011;62Z8332540967684
108982;62Z3140918150846
106589;62Z0758047144946
106594;62Z9538342757755
106471;62Z8797612924333
106476;62Z3232672541209
106192;62Z7519608922281
106285;62Z9434564915512
107963;62Z2955274128580
107341;62Z7512553394153
106330;62Z8203927683812
108017;62Z2259101932328
106323;62Z1391091245157
106453;62Z3563063675642
107206;62Z3436817312980
108715;62Z6052025571860
106516;62Z3642331487158
106512;62Z6664370420034
107953;62Z4491072347927
106219;62Z4952619009169
106564;62Z8412442772906
106853;62Z3872002858727
107072;62Z3008186775314
106531;62Z6294825569826
106987;62Z1352214843321
107087;62Z6873866018070
107264;62Z4829987023341
116145;62Z4738160858130
107627;62Z8912150983361
119299;62Z5219426274674
107357;62Z4197595402759
107378;62Z3867065536745
107384;62Z3636354873624
107365;62Z7676381586010
107361;62Z7373254921654
107388;62Z0808410124173
107369;62Z4454676738271
106276;62Z9013653393746
106273;62Z7626091535580
106282;62Z4831377022971
107112;62Z0959408057507
107423;62Z6778246011837
107427;62Z5108593647873
107431;62Z6471168311571
108932;62Z8580243472644
108990;62Z8069432349978
108986;62Z0338753425229
108647;62Z1018580495795
107158;62Z6676145029302
108341;62Z1514454123072
108654;62Z7842062950529
107091;62Z4728702536755
106461;62Z8226412633217
108093;62Z6446287734443
106500;62Z6440894861906
106497;62Z7632399044022
106508;62Z3510610975375
106504;62Z4083816579811
106927;62Z1909600668408
106930;62Z9730217800179
107080;62Z1681407381404
106351;62Z1852419687720
106347;62Z8566707026441
106358;62Z3796441116464
108657;62Z4005653974517
106367;62Z0229670809242
106363;62Z1423662430954
107493;62Z1944214008309
107490;62Z2123216141042
106239;62Z4905835048463
107142;62Z5082432932418
106586;62Z5920867875293
107001;62Z4651181602809
106435;62Z4656232237655
107076;62Z5569282589027
107068;62Z3282753150335
107446;62Z9799730169342
106383;62Z9226419648499
107049;62Z3355394646574
107121;62Z0962850773429
106524;62Z1988502518785
107014;62Z3246387516405
106809;62Z9255524768074
106934;62Z7726451377836
108643;62Z0306103940673
107139;62Z6183888930550
106924;62Z2867270498614
107958;62Z1373692879696
107461;62Z3664162598607
116213;62Z1791337961373
116220;62Z5425285364502
119315;62Z6586840042839
